0.000000	0.000000	0.000000	5.000000	0.000000	-2.500000	4.330127	-2.500000	-4.330127	7.071068	7.071068	-7.071068	7.071068	-7.071068	-7.071068	7.071068	-7.071068	10.000000	5.000000	0.000000	12.000000
0.010000	0.000000	0.000000	4.999997	0.003001	-2.502597	4.328625	-2.497401	-4.331624	7.068069	7.074065	-7.074065	7.068067	-7.068066	-7.074066	7.074067	-7.068066	9.997996	5.003001	-0.003500	11.999998
0.020000	0.000001	0.000001	4.999991	0.006002	-2.505192	4.327121	-2.494800	-4.333118	7.065070	7.077059	-7.077060	7.065064	-7.065062	-7.077063	7.077064	-7.065062	9.995988	5.006002	-0.007000	11.999994
0.030000	0.000002	0.000003	4.999983	0.009005	-2.507785	4.325615	-2.492199	-4.334610	7.062073	7.080050	-7.080053	7.062060	-7.062056	-7.080058	7.080060	-7.062057	9.993977	5.009004	-0.010499	11.999988
0.040000	0.000003	0.000004	4.999971	0.012008	-2.510377	4.324107	-2.489596	-4.336099	7.059076	7.083038	-7.083043	7.059055	-7.059048	-7.083051	7.083055	-7.059050	9.991962	5.012006	-0.013999	11.999979
0.050000	0.000004	0.000006	4.999956	0.015012	-2.512968	4.322597	-2.486992	-4.337584	7.056080	7.086023	-7.086030	7.056048	-7.056037	-7.086042	7.086049	-7.056040	9.989942	5.015009	-0.017498	11.999969
0.060000	0.000006	0.000009	4.999939	0.018016	-2.515557	4.321085	-2.484386	-4.339067	7.053085	7.089005	-7.089015	7.053041	-7.053025	-7.089031	7.089041	-7.053029	9.987919	5.018013	-0.020997	11.999956
0.070000	0.000008	0.000012	4.999918	0.021022	-2.518145	4.319571	-2.481780	-4.340547	7.050091	7.091984	-7.091998	7.050032	-7.050011	-7.092019	7.092033	-7.050017	9.985893	5.021017	-0.024497	11.999942
0.080000	0.000010	0.000015	4.999895	0.024028	-2.520731	4.318055	-2.479172	-4.342024	7.047097	7.094961	-7.094978	7.047021	-7.046995	-7.095005	7.095022	-7.047002	9.983862	5.024022	-0.027996	11.999925
0.090000	0.000013	0.000019	4.999869	0.027035	-2.523315	4.316537	-2.476563	-4.343499	7.044104	7.097934	-7.097955	7.044010	-7.043976	-7.097990	7.098011	-7.043985	9.981828	5.027027	-0.031495	11.999907
0.100000	0.000016	0.000023	4.999840	0.030043	-2.525898	4.315017	-2.473953	-4.344970	7.041112	7.100904	-7.100930	7.040997	-7.040956	-7.100972	7.100998	-7.040967	9.979789	5.030033	-0.034993	11.999886
0.110000	0.000019	0.000028	4.999808	0.033051	-2.528480	4.313495	-2.471342	-4.346439	7.038121	7.103871	-7.103902	7.037982	-7.037933	-7.103953	7.103984	-7.037947	9.977747	5.033040	-0.038492	11.999863
0.120000	0.000022	0.000033	4.999773	0.036061	-2.531060	4.311971	-2.468730	-4.347905	7.035131	7.106835	-7.106872	7.034967	-7.034909	-7.106932	7.106969	-7.034925	9.975701	5.036047	-0.041990	11.999838
0.130000	0.000026	0.000038	4.999735	0.039071	-2.533638	4.310445	-2.466116	-4.349368	7.032141	7.109797	-7.109839	7.031950	-7.031882	-7.109910	7.109953	-7.031901	9.973651	5.039055	-0.045489	11.999811
0.140000	0.000030	0.000044	4.999694	0.042082	-2.536215	4.308917	-2.463501	-4.350828	7.029153	7.112755	-7.112804	7.028932	-7.028854	-7.112885	7.112935	-7.028875	9.971598	5.042063	-0.048987	11.999782
0.150000	0.000034	0.000051	4.999650	0.045093	-2.538791	4.307387	-2.460885	-4.352285	7.026165	7.115710	-7.115766	7.025912	-7.025823	-7.115859	7.115916	-7.025848	9.969540	5.045072	-0.052485	11.999751
0.160000	0.000039	0.000057	4.999604	0.048106	-2.541365	4.305855	-2.458268	-4.353739	7.023178	7.118662	-7.118726	7.022891	-7.022791	-7.118831	7.118896	-7.022818	9.967479	5.048081	-0.055983	11.999718
0.170000	0.000044	0.000065	4.999554	0.051119	-2.543937	4.304321	-2.455650	-4.355191	7.020191	7.121612	-7.121683	7.019869	-7.019756	-7.121802	7.121874	-7.019787	9.965414	5.051091	-0.059481	11.999683
0.180000	0.000049	0.000072	4.999502	0.054133	-2.546508	4.302785	-2.453030	-4.356639	7.017206	7.124558	-7.124638	7.016846	-7.016719	-7.124770	7.124851	-7.016754	9.963345	5.054102	-0.062979	11.999646
